,Dominant_Topic,Perc_Contribution,Topic_Keywords,text_pre,text,userid,textID
365,13.0,0.9301999807357788,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","How do I live without the ones I love? Time still turns the pages of the book it's burned. Facing time always on my mind, I have so much to say but you're so far away...","['one', 'time', 'page', 'book', 'time', 'mind', 'live', 'love', 'turn', 'burn', 'face', 'say', 'much']",216924ec52555944d3d64c52390b359f,23008
366,13.0,0.9024999737739563,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","All because of you, I havent slept in so long. When I do I dream of drowning in the ocean. Longing for the shore where I can lay my head down, Ill follow your voice, all you have to do is shout it out...","['ocean', 'long', 'shore', 'head', 'follow', 'voic', 'slept', 'lay', 'shout']",216924ec52555944d3d64c52390b359f,23036
367,13.0,0.9248999953269958,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","If I got no plan, Doesn't mean that I get what I want for free? If I got no meaning, Would you force me to a place where I make sense? 'Cause nothing lasts forever...","['plan', 'mean', 'place', 'sens', 'got', 'mean', 'want', 'got', 'forc', 'make', 'last', 'free']",216924ec52555944d3d64c52390b359f,23073
368,6.0,0.9186999797821045,"hate_L, statu_L, life_H, ignor_H, solv_H, light_H, problem_H, dark_H, hit_H, afraid_H","'I don't snore,' Horace said, with dignity. Will raised his eyebrows. 'Is that so?' he said. 'Then in that case, you'd better chase out that colony of walruses who are in the tent with you. Of course you snore'","['horac', 'digniti', 'eyebrow', 'case', 'coloni', 'snore', 'said', 'rais', 'said', 'chase', 'walrus']",216924ec52555944d3d64c52390b359f,23075
369,13.0,0.9186999797821045,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",I wanna lay you down in a bed of roses **bobsnewline** For tonight I'll sleep on a bed of nails **bobsnewline** I wanna be just as close as your Holy Ghost is **bobsnewline** And lay you down on a bed of roses...,"['bed', 'rose', 'tonight', 'bed', 'nail', 'bed', 'rose', 'lay', 'sleep', 'close', 'lay']",216924ec52555944d3d64c52390b359f,23110
370,13.0,0.9388999938964844,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Without accepting the fact that everything changes, we cannot find perfect composure. But unfortunately, although it is true, it is difficult for us to accept it. Because we cannot accept the truth of transience, we suffer.","['fact', 'chang', 'composur', 'truth', 'transienc', 'accept', 'can', 'find', 'accept', 'can', 'accept', 'suffer', 'perfect', 'true', 'difficult']",216924ec52555944d3d64c52390b359f,23113
371,13.0,0.891700029373169,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","And I'm sorry, This wasn't easy, When I asked you, believe me, You never let go, But I let go...","['ask', 'believ', 'let', 'go', 'let', 'go', 'sorri', 'easi']",216924ec52555944d3d64c52390b359f,23166
372,13.0,0.805899977684021,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",How do I get home? Everything revolves around you! If I can't find myself? As you're so completely fake!,"['revolv', 'can', 'find', 'fake']",216924ec52555944d3d64c52390b359f,23175
373,13.0,0.9424999952316284,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Today at 9:08am **bobsnewline** Mariah: Hey whats up write me i am insting of u plzz right me back love Mariah **bobsnewline** Today at 1:08pm **bobsnewline** You: Okay, and what's so important that I need to message you back? lol **bobsnewline**  **bobsnewline** Today at 1:09pm **bobsnewline** Mariah: Idk but u single will you go out with me? **bobsnewline**  **bobsnewline** Oh Lord... -.-","['today', 'plzz', 'love', 'today', 'need', 'messag', 'lol', 'today', 's', 'write', 'inst', 'idk', 'go', 'back', 'import', 'singl']",216924ec52555944d3d64c52390b359f,23179
374,13.0,0.8379999995231628,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","I thought you were the Moon and I was your Wolverine. Turns out you're the Trickster, and I'm just the fool who got played.","['trickster', 'fool', 'turn', 'got', 'play']",216924ec52555944d3d64c52390b359f,23185
375,13.0,0.911300003528595,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Why is it so hard to find someone who cares about you? When it's easy enough to find someone who looks down on you. Why is it so hard to find someone who can keep it together, when you've come undone?","['find', 'care', 'find', 'look', 'find', 'keep', 'come', 'undon', 'easi', 'enough']",216924ec52555944d3d64c52390b359f,23192
376,14.0,0.49900001287460327,"drop_L, sick_L, surviv_L, rate_L, enough_L, move_L, least_L, timelin_L, get_H, gunpowd_H","Any more legs?' he asked no one in particular. 'If they invent a four-legged chicken,' Will said, 'Horace will think he's gone to heaven.'","['leg', 'chicken', 'horac', 'ask', 'said', 'think', 'gone', 'particular', 'invent', 'leg']",216924ec52555944d3d64c52390b359f,23242
377,13.0,0.805899977684021,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",We are not the same as I hope to show. There is a better way if we just let go.,"['way', 'let', 'go', 'better']",216924ec52555944d3d64c52390b359f,23331
378,13.0,0.805899977684021,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Hey you, with the face *points* yes you... You're cute, don't ever change :P","['face', 'point', 'chang', 'cute']",216924ec52555944d3d64c52390b359f,23334
379,13.0,0.8379999995231628,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",Could *anything* else go wrong today? I better go get right...,"['today', 'go', 'go', 'wrong', 'right']",223dbfbc2451d4ffaf244cc1e6c3abbb,23694
380,13.0,0.7580000162124634,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Oh, sweet tea. You're my only friend","['tea', 'friend', 'sweet']",223dbfbc2451d4ffaf244cc1e6c3abbb,23782
381,2.0,0.8379999995231628,"middl_L, got_L, eat_L, fuck_L, head_L, time_L, letter_L, thee_L, hahaa_L, written_L","Editorial Note: My current mood, in fact, is Amy Winehouse- Me and Mr. Jones.","['note', 'mood', 'fact', 'editori', 'current']",223dbfbc2451d4ffaf244cc1e6c3abbb,23819
382,13.0,0.8610000014305115,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",?ïherwise having your affections unreciprocated: i love you and God loves you. Happy Valentine's Day. :),"['affect', 'day', 'love', 'love', 'unreciproc', 'happi']",223dbfbc2451d4ffaf244cc1e6c3abbb,23837
383,13.0,0.8379999995231628,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Look, just tell me where that lemon came from and I'll shut up  **bobsnewline** and go away.","['look', 'tell', 'came', 'shut', 'go']",223dbfbc2451d4ffaf244cc1e6c3abbb,23872
384,13.0,0.805899977684021,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",I guess life is handing me limes at present.,"['life', 'hand', 'lime', 'present']",223dbfbc2451d4ffaf244cc1e6c3abbb,24043
385,13.0,0.9248999953269958,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","//0 years. They have progressed through the following sequence: from bondage to spiritual faith, from faith to great courage, from courage to liberty, from","['year', 'sequenc', 'bondag', 'faith', 'faith', 'courag', 'courag', 'liberti', 'follow', 'progress', 'spiritu', 'great']",223dbfbc2451d4ffaf244cc1e6c3abbb,24063
386,0.0,0.911300003528595,"differ_L, right_L, word_L, geniu_L, stupid_L, held_L, button_L, love_L, wrong_L, lightn_L","// liberty to abundance, from abundance to selfishness, from selfishness to complacency, from complacency to apathy, from apathy to dependency, and from de","['liberti', 'abund', 'abund', 'selfish', 'selfish', 'complac', 'complac', 'apathi', 'depend', 'apathi']",223dbfbc2451d4ffaf244cc1e6c3abbb,24066
387,13.0,0.9348999857902527,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","?ºoff alone. I am a new day rising, i'm a brand new sky to hang your stars upon tonight. I am a little divided, do i stay or run away, leave it all behind?","['day', 'brand', 'sky', 'star', 'tonight', '\x02\x02off', 'rise', 'stay', 'run', 'leav', 'new', 'new', 'littl', 'divid']",223dbfbc2451d4ffaf244cc1e6c3abbb,24105
388,13.0,0.9186999797821045,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","The stars are bright tonight, the crickets are back out, life feels pretty good. And I just wanna tell all my friends and family how much I love you :)","['star', 'tonight', 'cricket', 'life', 'famili', 'love', 'feel', 'tell', 'bright', 'good', 'much']",223dbfbc2451d4ffaf244cc1e6c3abbb,24121
389,1.0,0.891700029373169,"world_H, resolv_L, defin_H, power_H, thank_H, belong_H, sticki_H, polit_H, judg_H, tat_H","/There is a sacredness in tears. They are not the mark of weakness but of power. They are messengers of overwhelming grief and of unspeakable love./"" ...Washington Irving **bobsnewline** (Thanks","['sacred', 'tear', 'power', 'messeng', 'grief', 'thank', 'overwhelm', 'unspeak']",223dbfbc2451d4ffaf244cc1e6c3abbb,24141
390,13.0,0.8379999995231628,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","I'm reminded of the phrase: /Never make someone a priority when to them you are only an option/""""","['phrase', 'prioriti', 'option/', 'remind', 'make']",223dbfbc2451d4ffaf244cc1e6c3abbb,24144
391,13.0,0.9485999941825867,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",Just got herself a big ol bitchslap of truth this morning. :\ **bobsnewline** ...but I see my little curly headed angel laying there in her curious george pajamas and I know I am headed in the right direction no matter what. She is my due North :),"['bitchslap', 'truth', 'morn', 'angel', 'direct', 'matter', 'north', 'got', 'see', 'lay', 'know', 'head', 'big', 'littl', 'head', 'curiou', 'right', 'due']",223dbfbc2451d4ffaf244cc1e6c3abbb,24158
392,13.0,0.9638000130653381,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Have you ever been in love? Horrible isn't it? It makes you so vulnerable. It opens your chest and it opens up your heart and it means that someone can get inside you and mess you up. You build up all these defenses, you build up a whole suit of armor, so that nothing can hurt you, then one stupid person, no different from any other stupid person, wanders into your stupid life... (1 of 3)","['chest', 'heart', 'mess', 'defens', 'suit', 'armor', 'person', 'person', 'life', 'love', 'make', 'open', 'open', 'mean', 'build', 'build', 'hurt', 'wander', 'horribl', 'vulner', 'insid', 'whole', 'stupid', 'differ', 'stupid', 'stupid']",223dbfbc2451d4ffaf244cc1e6c3abbb,24166
393,13.0,0.9609000086784363,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","You give them a piece of you. They didn't ask for it. They did something dumb one day, like kiss you or smile at you, and then your life isn't your own anymore. Love takes hostages. It gets inside you. It eats you out and leaves you crying in the darkness, so simple a phrase like 'maybe we should be just friends' turns into a glass splinter working its way into your heart.","['piec', 'day', 'kiss', 'life', 'love', 'hostag', 'leav', 'dark', 'phrase', 'friend', 'glass', 'splinter', 'way', 'heart', 'give', 'ask', 'smile', 'take', 'get', 'cri', 'turn', 'work', 'dumb', 'simpl']",223dbfbc2451d4ffaf244cc1e6c3abbb,24167
394,13.0,0.8783000111579895,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Nothing is miserable unless you think it so; and on the other hand, nothing brings happiness unless you are content with it. **bobsnewline** Anicius Manlius Severinus Boethius","['hand', 'happi', 'content', 'think', 'bring', 'boethiu', 'miser']",223dbfbc2451d4ffaf244cc1e6c3abbb,24171
395,13.0,0.8783000111579895,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Oh god just heard Jedwards rendition of 'All the small things', I think I'm gonna hurl...","['rendit', 'thing', 'heard', 'think', 'gon', 'hurl', 'small']",22f7d91d7d57d67a3ef249927250bad9,24283
396,13.0,0.805899977684021,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Whenever I feel blue, I start breathing again","['feel', 'start', 'breath', 'blue']",22f7d91d7d57d67a3ef249927250bad9,24370
397,13.0,0.7580000162124634,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Got the house to myself, time for a cup of tea me thinks =)","['tea', 'got', 'think']",22f7d91d7d57d67a3ef249927250bad9,24410
398,13.0,0.5993000268936157,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Blue Collar Comedey Tour 3 is like a Classic Disney movie, you can watch it over and over again and it never gets old. Jeff Foxworthy, you are the unsung hero of common sense.","['collar', 'tour', 'movi', 'hero', 'sens', 'watch', 'get', 'blue', 'old', 'unsung', 'common']",23cbbe03a89344129e1a6d8419a66d23,24519
399,13.0,0.805899977684021,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",I'M OFF TODAY :) so very happy about this day of rest :D,"['today', 'day', 'rest', 'happi']",23cbbe03a89344129e1a6d8419a66d23,24531
400,13.0,0.8610000014305115,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",Tonight sucks....but tomorrow will be better....I'm ready for anything that comes my way....,"['tonight', 'tomorrow', 'way', 'suck', 'come', 'readi']",23cbbe03a89344129e1a6d8419a66d23,24536
401,13.0,0.9301999807357788,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Dear friends who might look at my status updates once in awhile, I wish for you guys to have a great day and to the one's that aren't as lucky, I hope your day gets better :), with all my <3, Arialla Knight","['friend', 'statu', 'updat', 'guy', 'day', 'day', 'look', 'wish', 'get', 'dear', 'great', 'lucki', 'better']",23cbbe03a89344129e1a6d8419a66d23,24551
402,13.0,0.9186999797821045,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Sick of the same crap...and now that I open my eyes...people can't change unless they are willing to...and sometimes you got to face the facts, it is what it is.","['crap', 'eye', 'peopl', 'face', 'fact', 'can', 'chang', 'got', 'sick', 'open', 'will']",23cbbe03a89344129e1a6d8419a66d23,24586
403,13.0,0.5220000147819519,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",/Not what we have But what we enjoy,['enjoy'],23cbbe03a89344129e1a6d8419a66d23,24664
404,13.0,0.7580000162124634,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","If I am only second best to you, then you aren't worth my time.","['time', 'best', 'worth']",23cbbe03a89344129e1a6d8419a66d23,24666
405,13.0,0.8379999995231628,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",Another awesome night with old and new friends.....,"['night', 'friend', 'awesom', 'old', 'new']",23cbbe03a89344129e1a6d8419a66d23,24695
406,13.0,0.8783000111579895,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",If you don't ever do something stupid...you really never get to live....and understand the beauty of the things that are highly underated.,"['beauti', 'thing', 'get', 'understand', 'stupid', 'live', 'under']",23cbbe03a89344129e1a6d8419a66d23,24712
407,13.0,0.8610000014305115,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Never be afraid to ask questions, cuz if you don't, you will be ignorant for the rest of your life.","['question', 'rest', 'life', 'ask', 'afraid', 'ignor']",23cbbe03a89344129e1a6d8419a66d23,24719
408,1.0,0.5557000041007996,"world_H, resolv_L, defin_H, power_H, thank_H, belong_H, sticki_H, polit_H, judg_H, tat_H","/Only in quiet waters do things mirror themselves undistorted. Only in a quiet mind is adequate perception of the world/"".- Hans Margolius""","['water', 'thing', 'mirror', 'mind', 'percept', 'quiet', 'undistort', 'quiet', 'adequ']",23cbbe03a89344129e1a6d8419a66d23,24725
409,13.0,0.891700029373169,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",good company brings about good times...and great memories to share later on :),"['compani', 'time', 'memori', 'bring', 'share', 'good', 'good', 'great']",23cbbe03a89344129e1a6d8419a66d23,24734
410,13.0,0.8610000014305115,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",Writing opens your heart to the dreams your soul aspires....,"['heart', 'soul', 'aspir', 'write', 'open', 'dream']",23cbbe03a89344129e1a6d8419a66d23,24750
411,13.0,0.9186999797821045,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","To the optimist, the glass is half-full. To the pessimist, the glass is half-empty. To the engineer, the glass is twice as big as it needs to be !!","['optimist', 'glass', 'pessimist', 'glass', 'engin', 'need', 'glass', 'full', 'half', 'empti', 'big']",246f769b5b2a8def141d5c8e3ce5ed5f,25100
412,13.0,0.7580000162124634,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","you MIGHT fail if you try, but you will DEFINITELY fail if you don't..","['fail', 'tri', 'fail']",246f769b5b2a8def141d5c8e3ce5ed5f,25109
413,13.0,0.8610000014305115,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",HAPPY NEW YEAR..May Allah bless this year for the whole Ummah..,"['year', 'year', 'ummah', 'bless', 'happi', 'whole']",246f769b5b2a8def141d5c8e3ce5ed5f,25140
414,13.0,0.7580000162124634,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",Don't take life so seriously... You'll never live through it.,"['life', 'take', 'live']",247ba8e820c3d4e83efbada0318251f3,25236
415,13.0,0.8379999995231628,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",insanity is doing the same thing again and again and expecting different results,"['insan', 'thing', 'result', 'expect', 'differ']",2549774d68d7ccbcba069afb45c7e237,25669
416,13.0,0.538100004196167,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Dhammic Socialism expressed two basic facts. One is **bobsnewline**  that we are inevitably and inescapably social beings who must live  **bobsnewline** together in a form of society that gives priority to the ways we  **bobsnewline** inter-relate, work together, and help each other solve the problems and  **bobsnewline** dukkha of life.","['fact', 'be', 'societi', 'prioriti', 'way', 'problem', 'life', 'express', 'live', 'form', 'give', 'work', 'help', 'solv', 'dhammic', 'basic', 'social', 'inter', '-', 'relat', 'dukkha']",2549774d68d7ccbcba069afb45c7e237,25810
417,13.0,0.7580000162124634,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","/The only people with whom you should try to get even are those who have helped you./""  ~John E. Southard""","['peopl', 'tri', 'help']",2549774d68d7ccbcba069afb45c7e237,25826
418,13.0,0.9301999807357788,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","In **bobsnewline**  everyone's life, at some time, our inner fire goes out. It is then  **bobsnewline** burst into flame by an encounter with another human being. We should all **bobsnewline**  be thankful for those people who rekindle the inner spirit. ~Albert  **bobsnewline** Schweitzer","['life', 'time', 'fire', 'flame', 'be', 'peopl', 'goe', 'encount', 'rekindl', 'inner', 'human', 'thank', 'inner']",2549774d68d7ccbcba069afb45c7e237,25862
419,13.0,0.8379999995231628,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","/Every shadow no matter how deep is threatened by morning light. /""""","['shadow', 'matter', 'morn', 'light', 'threaten']",25c68399f38b70d0466ae022feb4fe6a,26329
420,13.0,0.8610000014305115,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",watching He's Just Not That Into You. Again. Because it's awesome..and full of quote-worthy lines...,"['quot', 'line', 'watch', 'awesom', 'full', 'worthi']",25c68399f38b70d0466ae022feb4fe6a,26434
421,13.0,0.805899977684021,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","/Insanity: doing the same thing over and over again and expecting different results./""?""","['thing', 'results./', 'expect', 'differ']",25c68399f38b70d0466ae022feb4fe6a,26447
422,13.0,0.9348999857902527,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",is tired of mistaking indifference for armor...but I'm addicted to the feel of my heart racing while at the same time feeling relaxed. God has a funny sense of humor...,"['indiffer', 'armor', 'heart', 'time', 'feel', 'sens', 'humor', 'mistak', 'addict', 'feel', 'race', 'tire', 'relax', 'funni']",25c68399f38b70d0466ae022feb4fe6a,26457
423,13.0,0.9574999809265137,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","bought a shit-ton of cleaning supplies at Target..it's ok, I told check out girl we're hiding a body.  Sounds like more fun than cleaning all day...Just sayin..I'm gonna need a moral boost when this is over. Who ya gonna call..","['shit', 'ton', 'clean', 'suppli', 'target', 'check', 'girl', 'bodi', 'fun', 'clean', 'day', 'boost', 'bought', 'told', 'hide', 'sound', 'gon', 'need', 'gon', 'call', 'ok', 'moral']",25c68399f38b70d0466ae022feb4fe6a,26513
424,13.0,0.8610000014305115,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",Saw Black Swan.....Whoa! A pretty pleasant Christmas eve..now I get to sleep in...ahhh...,"['sleep', 'ahhh', 'saw', 'get', 'black', 'pleasant']",25c68399f38b70d0466ae022feb4fe6a,26514
425,13.0,0.8783000111579895,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",had an amazing day with wifey..forgetting the whole part about work til 4...glad Stephen's no longer occupied :),"['day', 'part', 'work', 'forget', 'occupi', 'amaz', 'whole']",25c68399f38b70d0466ae022feb4fe6a,26536
426,13.0,0.8783000111579895,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",feels like every time I have a plan..things change. Out of my hands. I am blessed though :),"['time', 'plan', 'thing', 'hand', 'feel', 'chang', 'bless']",25c68399f38b70d0466ae022feb4fe6a,26543
427,13.0,0.9456999897956848,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",out to see friends...wine sounds good. Tomorrow is Eclipse//girls night.  Trying to forget it's July..the last 2 haven't been so good to me. Maybe I can make August start early..Grateful for my support system.,"['friend', 'wine', 'tomorrow', 'eclipse//girl', 'night', 'support', 'system', 'see', 'sound', 'tri', 'forget', 'make', 'start', 'good', 'last', 'good', 'grate']",25c68399f38b70d0466ae022feb4fe6a,26553
428,0.0,0.7580000162124634,"differ_L, right_L, word_L, geniu_L, stupid_L, held_L, button_L, love_L, wrong_L, lightn_L",/Atlas was permitted the opinion that he was at  **bobsnewline** liberty,"['opinion', 'liberti', 'permit']",25c68399f38b70d0466ae022feb4fe6a,26582
429,13.0,0.8379999995231628,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","had a pretty lazy day... :) Not complaining.  i don't care where you're from, it's freakin hot...","['day', 'complain', 'care', 'lazi', 'hot']",25c68399f38b70d0466ae022feb4fe6a,26589
430,13.0,0.891700029373169,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",had a good night with my bestest Richellle and good night for Sound Parade and a bunch of realllly realllyl drunk ppls...I <3 all of you,"['night', 'richell', 'night', 'bunch', 'good', 'bestest', 'good', 'drunk']",25c68399f38b70d0466ae022feb4fe6a,26615
431,13.0,0.9024999737739563,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","/It's like biology! Which is funny because in high school I failed biology and tonight...biology failed me!/""""","['biolog', 'school', 'biolog', 'tonight', 'biolog', 'fail', 'fail', 'funni', 'high']",25c68399f38b70d0466ae022feb4fe6a,26636
432,13.0,0.911300003528595,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",is movin again..one of these days I'll stay put...Very grateful for all the help I've been given. And to have a place to go to :) We'll see how this goes...,"['day', 'help', 'place', 'stay', 'put', 'given', 'go', 'see', 'goe', 'grate']",25c68399f38b70d0466ae022feb4fe6a,26637
433,13.0,0.891700029373169,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","still has so much to do in the way of finals..my break feels too short, though I appreciated it! Tomorrow it's back to the grind...","['way', 'final', 'break', 'tomorrow', 'feel', 'appreci', 'much', 'short']",25c68399f38b70d0466ae022feb4fe6a,26655
434,13.0,0.8379999995231628,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",is feeling pretty blessed today :) I have a lot to be thankful for.,"['today', 'lot', 'feel', 'bless', 'thank']",25c68399f38b70d0466ae022feb4fe6a,26657
435,13.0,0.8610000014305115,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",It sounds like people may be at Global Bean again tonight...mmhmmm....,"['peopl', 'bean', 'tonight', 'mmhmmm', 'sound', 'global']",25c68399f38b70d0466ae022feb4fe6a,26685
436,13.0,0.891700029373169,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",wishes some things would go away with enough wishing..but some things are meant to stay with you forever.,"['thing', 'thing', 'wish', 'go', 'wish', 'meant', 'stay', 'enough']",25c68399f38b70d0466ae022feb4fe6a,26718
437,13.0,0.9510999917984009,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","The waiting game is fun. The more time you put in it, the more stubborn you are to stay until something happens, because otherwise you've just wasted a lot of time. But you're still wasting time and nothing's happened. So what're you waiting for? Because you feel it could come at any minute. Keep waiting...","['fun', 'time', 'stay', 'lot', 'time', 'time', 'minut', 'wait', 'put', 'happen', 'wast', 'wast', 'happen', 'wait', 'feel', 'come', 'keep', 'wait', 'stubborn']",25c68399f38b70d0466ae022feb4fe6a,26777
438,13.0,0.8783000111579895,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","/It's amazing the clarity that comes with psychotic jealousy./"" My Best Friends Wedding""","['clariti', 'friend', 'wed', 'come', 'amaz', 'psychot', 'best']",25c68399f38b70d0466ae022feb4fe6a,26827
439,13.0,0.9574999809265137,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","It's funny how God brings you to where you need to be, but not exactly in the way you'd think. While my road isn't without regret, I can't say that things didn't turn out perfectly.  There were a lot of things i needed separated from long enough to realize what they were doing to me, and people I needed to be around long enough to realize a good thing when I saw one.","['need', 'way', 'road', 'regret', 'thing', 'lot', 'thing', 'peopl', 'thing', 'bring', 'think', 'can', 'say', 'turn', 'need', 'realiz', 'need', 'realiz', 'saw', 'funni', 'separ', 'good']",25c68399f38b70d0466ae022feb4fe6a,26861
440,13.0,0.9534000158309937,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","It shouldn't be this hard!! I want ice cream, I want cheese, I want a bagel, I want a freakin baked potato...It's funny that coffee isn't even that important. Cheese//ice cream are the front runners.  Day 2 almost done..and health doesn't come easily!","['ice', 'cream', 'chees', 'bagel', 'potato', 'coffe', 'runner', 'day', 'health', 'want', 'want', 'want', 'want', 'bake', 'done', 'come', 'hard', 'funni', 'import', 'front']",25c68399f38b70d0466ae022feb4fe6a,26866
441,13.0,0.7580000162124634,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",/Your friends love you. If I knew nothing else of you,"['friend', 'love', 'knew']",25c68399f38b70d0466ae022feb4fe6a,26899
442,13.0,0.911300003528595,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",Sometimes people don't find answers because they don't want to know.. But knowing you don't want to know isn't so different from knowing is it?,"['peopl', 'answer', 'find', 'want', 'know', 'know', 'want', 'know', 'know', 'differ']",25c68399f38b70d0466ae022feb4fe6a,26913
