,text,userid,textID,label,post_id
31251,"['morn', 'sunbeam', 'hair', 'care', 'gear', 'roll', 'come', 'run', 'shine', 'appear', 'pick', 'roll']",2d5358598ae629a1e03fd5a4c05c5e05,31640,2.0,31640
31259,"['school', 'pain', 'way', 'snow', 'rain', 'felt', 'turn', 'make', 'turn', 'old', 'familiar']",2d5358598ae629a1e03fd5a4c05c5e05,31648,2.0,31648
31270,"['kind', 'your', 'decid']",2d5358598ae629a1e03fd5a4c05c5e05,31659,2.0,31659
31291,"['son', 'train', 'know', 'm', 'm', 'nativ']",2d5358598ae629a1e03fd5a4c05c5e05,31680,2.0,31680
31292,"['world', 'deliver', 'readi']",2d5358598ae629a1e03fd5a4c05c5e05,31681,2.0,31681
31304,"['today', 'walk', 'street', 'gold', 'stop', 'miss']",2d5358598ae629a1e03fd5a4c05c5e05,31693,2.0,31693
31319,"['lift', 'face', 'strive', 'tri', 'earn', 'turn']",2d5358598ae629a1e03fd5a4c05c5e05,31708,2.0,31708
31343,"['love', 'sleep', 'said', 'meant', 'love', 'want', 'want', 'keep', 'love']",2d5358598ae629a1e03fd5a4c05c5e05,31732,2.0,31732
31349,"['world', 'rhythm', 'love', 'watch', 'turn']",2d5358598ae629a1e03fd5a4c05c5e05,31738,2.0,31738
31356,"['day', 'day', 'life', 'want', 'celebr', 'live', 'want', 'celebr']",2d5358598ae629a1e03fd5a4c05c5e05,31745,2.0,31745
31368,"['woman', 'mother', 'man', 'dream', 'lightn', 'thunder', 'desir', 'hous', 'time', 'name', 'child', 's', 'grown', 'burnt', 'old', 'old', 'old', 'old', 'long']",2d5358598ae629a1e03fd5a4c05c5e05,31757,2.0,31757
31372,"['lol', 'lol', 'said', 'ai', 'go']",2d5358598ae629a1e03fd5a4c05c5e05,31761,2.0,31761
31385,"['love', 'abid', 'thing', 'time', 'take', 'think', 'go', 'love', 'stride', 'long', 'long']",2d5358598ae629a1e03fd5a4c05c5e05,31774,2.0,31774
31387,"['morn', 'son', 'know', 'm', 'call', 'nativ']",2d5358598ae629a1e03fd5a4c05c5e05,31776,2.0,31776
31388,"['m', 'turn', 'think', 'm', 'turn', 'think']",2d5358598ae629a1e03fd5a4c05c5e05,31777,2.0,31777
31389,"['wile', 'hour', 'ivori', 'tower', 'flower', 'limousin', 're', 'cover', 'upbi', 'black']",2d5358598ae629a1e03fd5a4c05c5e05,31778,2.0,31778
31390,"['hole', 'real.som', 'fall', 'storm', 'sometiim', 'choic', 'time', 'got', 'fill', 'hole', 's', 'dig', 'make', 'take', 'own']",2d5358598ae629a1e03fd5a4c05c5e05,31779,2.0,31779
31396,"['word', 'said', 'make', 'talk']",2d5358598ae629a1e03fd5a4c05c5e05,31785,2.0,31785
31416,"['danc', 'motion', 'tear', 'subsid', 'low', 'slow']",2d5358598ae629a1e03fd5a4c05c5e05,31805,2.0,31805
31418,"['penni', 'know']",2d5358598ae629a1e03fd5a4c05c5e05,31807,2.0,31807
32404,"['word', 'alesana', 'singl']",2f8b2c45240876273121d77072b5c17b,32793,2.0,32793
32411,"['lie', 'tri', 'know', 'smile', 'die', 'tire', 'tire']",2f8b2c45240876273121d77072b5c17b,32800,2.0,32800
32426,"['word', 'love', 'heard', 'last']",2f8b2c45240876273121d77072b5c17b,32815,2.0,32815
32452,"['drug', 'joy', 'sedat', 'chang', 'nausea', 'breath', 'heartbeat', 'begin', 'smile', 'arriv', 'panic', 'start', 'pound', 'peak']",2f8b2c45240876273121d77072b5c17b,32841,2.0,32841
32463,"['today', 'rain', 'felt', 'aliv']",2f8b2c45240876273121d77072b5c17b,32852,2.0,32852
32508,"['embrac', 'win', 'truth', 'tear', 'step', 'carri', 'lose', 'carri', 'see', 'fallen', 'crawl', 'mani', 'mani']",2f8b2c45240876273121d77072b5c17b,32897,2.0,32897
32515,"['news', 'bad']",2f8b2c45240876273121d77072b5c17b,32904,2.0,32904
32524,"['eye', 'kill', 'blood', 'tonight', 'set', 'spill', 'young']",2f8b2c45240876273121d77072b5c17b,32913,2.0,32913
32558,"['eye', 'kill', 'escap', 'set']",2f8b2c45240876273121d77072b5c17b,32947,2.0,32947
32573,['hieight'],2f8b2c45240876273121d77072b5c17b,32962,2.0,32962
32606,"['doctor', 'today', 'incis', 'case', 'light', 'hurri', 'flesh', 'sens', 'lie', 'let', 'play', 'oper', 'made', 'help', 'solv', 'need', 'lay', 'got', 'decay', 'fail', 'buri', 'scalpel', 'white']",2f8b2c45240876273121d77072b5c17b,32995,2.0,32995
32611,"['chanc', 'revers', 'curs', 'last']",2f8b2c45240876273121d77072b5c17b,33000,2.0,33000
32613,"['sing', 'midnight', 'moon', 'face', 'fight', 'power', 'cri', 'moment', 'trigger', 'soul', 'start', 'glow', 'promis', 'stop', 'live', 'join', 'turn', 'expect', 'cover', 'die', 'ceas', 'red', 'dead', 'pale', 'white', 'good', 'afraid']",2f8b2c45240876273121d77072b5c17b,33002,2.0,33002
32641,"['night', 'cold']",2f8b2c45240876273121d77072b5c17b,33030,2.0,33030
32879,"['bed', 'rose', 'river', 'dawn', 'word', 'song', 'lay', 'sink', 'send', 'love', 'young']",2fba0f9dccc84f3516d8b553426af527,33268,2.0,33268
32923,"['bomb', 'mushroom', 'cloud', 'silver', 'go', 'shine', 'heard', 'said']",2fba0f9dccc84f3516d8b553426af527,33312,2.0,33312
33088,"['montego', 'babi', 'way', 'take', 'come', 'go', 'take', 'go', 'pretti', 'key', 'fast', 'slow']",2fba0f9dccc84f3516d8b553426af527,33477,2.0,33477
33120,"['star', 'pocket', 'day', 'fall', 'put', 'save']",2fba0f9dccc84f3516d8b553426af527,33509,2.0,33509
34991,"['child', 'swear', 'felt', 'second', 'blond']",30fe31c62ef4fc67e70d98dc8efa190c,35380,2.0,35380
35005,"['rich', 'sew', 'stitch', 'keep', 'ill']",30fe31c62ef4fc67e70d98dc8efa190c,35394,2.0,35394
35011,"['day', 'book', 'guy', 'combust', 'vacat', 'planet', 'earth', 'graviti', 'hypocraci', '3d', 'look', 'saw', 'pictur', 'fri', 'said', 'think', 'welcom', 'think']",30fe31c62ef4fc67e70d98dc8efa190c,35400,2.0,35400
35013,"['eye', 'wind', 'today', 'human', 'warmth', 'm', 'bout', 'go', 'come', 'blow', 'said', 'want', 'watch', 'blow', 'close', 'numb', 'cold', 'from-', 'top', 'highest', 'highris', 'discard']",30fe31c62ef4fc67e70d98dc8efa190c,35402,2.0,35402
35026,"['star', 'matter', 'face', 'bag', 'put', 'tast', 'babi', 'fire', 'music', 'hail', 'nail', 'make', 'take', 'make', 'slit', 'come', 'drop', 'suppos', 'come', 'get', 'stupid', 'open', 'light', 'tire', 'higher']",30fe31c62ef4fc67e70d98dc8efa190c,35415,2.0,35415
35029,"['way', 'drive', 'light', 'driven', 'seem', 'get', 'begin', 'find', 'found']",30fe31c62ef4fc67e70d98dc8efa190c,35418,2.0,35418
35042,"['life', 'fountain', 'mountain', 'fall', 'drink', 'pour', 'come']",30fe31c62ef4fc67e70d98dc8efa190c,35431,2.0,35431
35196,"['geniu', 'know', 'evil']",311b0b87ac6fec82011ed6f09f5f626d,35585,2.0,35585
35415,"['wid', 'passion', 'passion', 'hate', 'feel', 'hate', 'like', 'hate', 'believ', 'mix', 'get']",320c7c0997ad8fdfd0fdf6ee1832c64e,35804,2.0,35804
35624,"['wid', 'light', 'song', 'tune', 'danc', 'danc', 'danc', 'keep', 'move', 'come', 'play', 'm']",320c7c0997ad8fdfd0fdf6ee1832c64e,36013,2.0,36013
35627,"['cigarett', 'wine', 'light', 'pur']",320c7c0997ad8fdfd0fdf6ee1832c64e,36016,2.0,36016
35652,"['coupl', 'month', 'summer', 'get', 'miser', 'past', 'old', 'last', 'old', 'new']",320c7c0997ad8fdfd0fdf6ee1832c64e,36041,2.0,36041
35820,"['day', 'man', 'boy', 'level', 'ca', 'find', 'believ']",320c7c0997ad8fdfd0fdf6ee1832c64e,36209,2.0,36209
35821,"['kid', 'hope', 'kid', 'said', 'let', 'ai', 'happen', 'fals']",320c7c0997ad8fdfd0fdf6ee1832c64e,36210,2.0,36210
36886,['prototyp'],357fbfc2277b866d8a997ecab062cbc9,37276,2.0,37276
36950,[],357fbfc2277b866d8a997ecab062cbc9,37340,2.0,37340
36956,"['count', 'fantasi', 'run']",357fbfc2277b866d8a997ecab062cbc9,37346,2.0,37346
36969,"['man', 'chicken', 'biscuit', 'can', 'enough']",357fbfc2277b866d8a997ecab062cbc9,37359,2.0,37359
36991,"['winter', 'wind', 'pain', 'sky', 'get', 'away', 'anecdot', 'natur', 'rule', 'let', 'blow', 'let', 'got', 'keep', 'listen', 'blue', 'secret', 'cool']",357fbfc2277b866d8a997ecab062cbc9,37381,2.0,37381
37007,"['night', 'peopl', 'live', 'can', 'rememb', 'forget']",357fbfc2277b866d8a997ecab062cbc9,37397,2.0,37397
37017,"['cooki', 'promis', 'make', 'imma']",357fbfc2277b866d8a997ecab062cbc9,37407,2.0,37407
37070,"['tomorrow', 'tomorrow', 'love', 'tomorrow', 'day', 'way']",357fbfc2277b866d8a997ecab062cbc9,37460,2.0,37460
37125,"['bout', 'way', 'lot', 'got', 'done', 'happi']",357fbfc2277b866d8a997ecab062cbc9,37515,2.0,37515
37141,"['got', 'glu', 'sticki', 'eyez']",357fbfc2277b866d8a997ecab062cbc9,37531,2.0,37531
37164,"['think', 'm', 'guess', 'see', 'let', 'nice']",357fbfc2277b866d8a997ecab062cbc9,37554,2.0,37554
37167,[],357fbfc2277b866d8a997ecab062cbc9,37557,2.0,37557
37171,"['wear', 'pride', 'bracelet', 'sleev', 'outrag']",357fbfc2277b866d8a997ecab062cbc9,37561,2.0,37561
37180,"['reason', 'give']",357fbfc2277b866d8a997ecab062cbc9,37570,2.0,37570
37184,"['life', 'nicest', 'ju', 'live']",357fbfc2277b866d8a997ecab062cbc9,37574,2.0,37574
37201,['take'],357fbfc2277b866d8a997ecab062cbc9,37591,2.0,37591
37217,"['chang', 'color', 'mood', 'ring', 'tryna']",357fbfc2277b866d8a997ecab062cbc9,37607,2.0,37607
37265,"['realiz', 'got', 'believ']",357fbfc2277b866d8a997ecab062cbc9,37655,2.0,37655
37301,"['blood', 'ice', 'fang', 'tryna', 'draw', 'cold']",357fbfc2277b866d8a997ecab062cbc9,37691,2.0,37691
37335,"['babi', 'magic']",357fbfc2277b866d8a997ecab062cbc9,37725,2.0,37725
37359,"['walkin', 'heart', 'lion', 'm']",357fbfc2277b866d8a997ecab062cbc9,37749,2.0,37749
37371,"['day', 'mighti', 'long']",357fbfc2277b866d8a997ecab062cbc9,37761,2.0,37761
37735,"['key', 'melodi', 'press', 'play', 'special', 'littl']",36d598ce6ba72436b6757d7ef42b3ac6,38125,2.0,38125
37744,"['paint', 'peel', 'wall', 'cold']",36d598ce6ba72436b6757d7ef42b3ac6,38134,2.0,38134
37761,"['bottom', 'figur', 'onli', 'way', 'light', 'think', 'lose', 'got', 'look', 'find', 'follow']",376cc1797a7cbb41a33c392044fc2794,38151,2.0,38151
37763,"['joke', 'ai', 'got', 'hustl', 'm', 'damn']",376cc1797a7cbb41a33c392044fc2794,38153,2.0,38153
37826,"['hurri', 'pictur', 'sittn', 'gon', 'm', 'stupid', 'tire']",376cc1797a7cbb41a33c392044fc2794,38216,2.0,38216
37850,"['eye', 'got', 'wat', 'tryna', 'm', 'came']",376cc1797a7cbb41a33c392044fc2794,38240,2.0,38240
37891,"['way', 'feel', 'drive', 'crazi']",376cc1797a7cbb41a33c392044fc2794,38281,2.0,38281
37902,"['move', 'make', 'keep', 'shyt']",376cc1797a7cbb41a33c392044fc2794,38292,2.0,38292
37907,"['eye', 'bout', 'see', 'open']",376cc1797a7cbb41a33c392044fc2794,38297,2.0,38297
37908,"['love', 'said']",376cc1797a7cbb41a33c392044fc2794,38298,2.0,38298
38022,"['ask', 'felt']",376cc1797a7cbb41a33c392044fc2794,38412,2.0,38412
38052,"['miss', 'day', 'arm', 'backseat', 'use', 'say', 'doubt', 'rite']",376cc1797a7cbb41a33c392044fc2794,38442,2.0,38442
38057,"['move', 'alwayz', 'regret', 'friend', 'wonder', 'want', 'kill', 'hard', 'deep']",376cc1797a7cbb41a33c392044fc2794,38447,2.0,38447
39372,"['soul', 'wing', 'butterfli', 'fairi', 'tale', 'yesterday', 'paint', 'grow', 'die']",39b2af957c2488970cb89c161b6bf94e,39887,2.0,39887
39374,"['angel', 'height', 'line', 'seen', 'fall', 'blind', 'divin', 'next']",39b2af957c2488970cb89c161b6bf94e,39889,2.0,39889
39864,"['sun', ""lovin'"", 'care']",39b2af957c2488970cb89c161b6bf94e,40379,2.0,40379
40007,"['fuck', 'life', 'star']",39b2af957c2488970cb89c161b6bf94e,40522,2.0,40522
40318,"['boy', 'mind', 'heart', 'mind.caus', 'love', 'love', 'drug', 'song', 'lol', 'got', 'find', 'ca', 'm', 'strung', 'fri', 'ca', 'like', 'hard']",3a22ecf7125d120b6ca783020d86cb40,40833,2.0,40833
40393,"['dicki', 'hippi', 'bomb', 'shell', 'smoke', 'smell', 'get', 'lift', 'got', 'matter', 'take', 'good', 'wet', 'sticki']",3a22ecf7125d120b6ca783020d86cb40,40908,2.0,40908
40423,['meet'],3a22ecf7125d120b6ca783020d86cb40,40938,2.0,40938
40475,"['r', 'dinosaur', 'r', 'dinosaur', 'man', 'hit', 'need', 'old']",3a22ecf7125d120b6ca783020d86cb40,40990,2.0,40990
40548,"['lol', 'get', 'get', 'make', 'crazi', 'wild', 'worth']",3a22ecf7125d120b6ca783020d86cb40,41063,2.0,41063
40560,"['let', 'hoe', 'go', 'turn', 'left', 'let', 'go', 'slap']",3a22ecf7125d120b6ca783020d86cb40,41075,2.0,41075
40576,"['babi', 'boy', 'today', 'man', 'got', 'take', 'sick', 'poor']",3a22ecf7125d120b6ca783020d86cb40,41091,2.0,41091
40578,"['drum', 'head', 'beat', 'gon', 'make', 'come', 'got', 'stuck']",3a22ecf7125d120b6ca783020d86cb40,41093,2.0,41093
41126,"['let', 'tonight', 'drunk']",3a988007bdc183c6b3fb12da0e43d107,41649,2.0,41649
41141,"['tomorrow', 'today', 'paycheck', 'got', 'work', 'come', 'guna', 'awesom', 'small']",3a988007bdc183c6b3fb12da0e43d107,41664,2.0,41664
41151,"['knee', 'game', 'lost', 'bleed', 's', 'next']",3a988007bdc183c6b3fb12da0e43d107,41674,2.0,41674
41711,"['love', 'love', 'notion', 'love', 'heart', 'heart', 'got', 'got', 'got', 'got', 'need', 'broken', 'sweet', 'old', 'fashion']",3ac58ad39d81acfe169aadc4815effe6,42234,2.0,42234
41723,"['bodi', 'sand', 'drink', 'melt', 'hand', 'steel', 'fall', 'love', 'tropic']",3ac58ad39d81acfe169aadc4815effe6,42246,2.0,42246
41820,"['bye', 'say', 'gone', 'recogn', 'come', 'good']",3ac58ad39d81acfe169aadc4815effe6,42343,2.0,42343
41826,"['care', 'believ', 'rememb', 'use', 'pretend', 'miss', 'happi', 'wrong']",3ac58ad39d81acfe169aadc4815effe6,42349,2.0,42349
41830,"['friend', 'citi', 'bay', 'think', 'want', 'get', 'lone', 'lone']",3ac58ad39d81acfe169aadc4815effe6,42353,2.0,42353
41831,"['sing', 'blue', 'movi', 'lose', 'born', 'end', 'goe']",3ac58ad39d81acfe169aadc4815effe6,42354,2.0,42354
41841,"['burst', 'thunder', 'ear', 'band', 'start', 'tune', 'side', 'moon', 'shout', 'seem', 'hear', 'play', 'see', 'differ', 'dark']",3ac58ad39d81acfe169aadc4815effe6,42364,2.0,42364
41843,"['said', 'hate', 'said', 'meant']",3ac58ad39d81acfe169aadc4815effe6,42366,2.0,42366
41844,"['thing', 'chang']",3ac58ad39d81acfe169aadc4815effe6,42367,2.0,42367
41846,"['men', 'group', 'agre', 'ador', 'stupid']",3ac58ad39d81acfe169aadc4815effe6,42369,2.0,42369
41848,"['caus', 'night', 'escap', 'babi', 'worri', 'leav', 'get', 'come', 'fli', 'make', 'sky', 'fall', 'great']",3ac58ad39d81acfe169aadc4815effe6,42371,2.0,42371
41858,"['can', 'believ', 'use', 'think']",3ac58ad39d81acfe169aadc4815effe6,42381,2.0,42381
41862,"['scaramouch', 'see', 'fandango', 'littl']",3ac58ad39d81acfe169aadc4815effe6,42385,2.0,42385
41870,"['truth', 'love', 'meant', 'say', 'honest']",3ac58ad39d81acfe169aadc4815effe6,42393,2.0,42393
41872,"['soul', 'bowl', 'year', 'year', 'ground', 'fear', 'wish', 'wish', 'swim', 'run', 'found', 'wish', 'lost', 'old', 'old']",3ac58ad39d81acfe169aadc4815effe6,42395,2.0,42395
41878,"['world', 'memori', 'leav', 'aliv']",3ac58ad39d81acfe169aadc4815effe6,42401,2.0,42401
41881,"['thought', 'flow', 'neighborhood', 'hold', 'time', 'tri', 'consum', 'get', 'lost', 'lose', 'cherish', 'learn', 'believ', 'fight', 'tear', 'smile', 'lie', 'free', 'faithless', 'paranoid', 'pretti', 'much', 'pretti']",3ac58ad39d81acfe169aadc4815effe6,42404,2.0,42404
41884,"['work', 'elev', 'find', 'leav', 'bring']",3ac58ad39d81acfe169aadc4815effe6,42407,2.0,42407
41887,"['found', 'stay', 'move']",3ac58ad39d81acfe169aadc4815effe6,42410,2.0,42410
41893,"['love', 'time', 'lie', 'mind', 'line', 'sea', 'catch', 'dream', 'pass', 'love', 'knew', 'love', 'throw', 'see']",3ac58ad39d81acfe169aadc4815effe6,42416,2.0,42416
41894,"['love', 'sunshin', 'make', 'sky', 'know', 'take', 'happi', 'dear', 'much']",3ac58ad39d81acfe169aadc4815effe6,42417,2.0,42417
41895,"['love', 'line', 'want', 'get', 'mind', 'mind', 'first']",3ac58ad39d81acfe169aadc4815effe6,42418,2.0,42418
41898,"['buttercup', 'babi', 'mess', 'babi', 'buttercup', 'heart', 'build', 'build', 'let', 'let', 'call', 'say', 'say', 'love', 'need', 'need', 'know', 'start', 'build', 'build', 'break', 'worst', 'worst']",3ac58ad39d81acfe169aadc4815effe6,42421,2.0,42421
41907,"['time', 'pastur', 'call', 'day', 'yesterday', 'say', 'go', 'see', 'hurri', 'green', 'wild', 'worst']",3ac58ad39d81acfe169aadc4815effe6,42430,2.0,42430
41911,"['way', 'one', 'hope', 'way', 'tonight', 'hope', 'left', 'know', 'find', 'tell', 'walk', 'find', 'worth']",3ac58ad39d81acfe169aadc4815effe6,42434,2.0,42434
41916,"['world', 'memori', 'leav', 'aliv']",3ac58ad39d81acfe169aadc4815effe6,42439,2.0,42439
41919,"['cri', 'think', 'matter', 'make', 'enjoy', 'care', 'abl']",3ac58ad39d81acfe169aadc4815effe6,42442,2.0,42442
41921,"['life', 'window', 'cloth', 'know', 'know', 'felt', 'look', 'dress', 'watch', 'can', 'go', 'close']",3ac58ad39d81acfe169aadc4815effe6,42444,2.0,42444
41924,"['fact', 'eclips', 'dark']",3ac58ad39d81acfe169aadc4815effe6,42447,2.0,42447
41928,"['friend', 'deserv', 'forgiv', 'selfish', 'fake', 'true']",3ac58ad39d81acfe169aadc4815effe6,42451,2.0,42451
41934,"['sing', 'rememb', 'use']",3ac58ad39d81acfe169aadc4815effe6,42457,2.0,42457
41943,"['seem', 'dissolv', 'ignor', 'strang']",3ac58ad39d81acfe169aadc4815effe6,42466,2.0,42466
41956,"['word', 'lip', 'heart', 'finger', 'tip', 'caus', 'world', 'undon', 'feel', 'know', 'come', 'know', 'know', 'know', 'lost', 'danc', 'came']",3ac58ad39d81acfe169aadc4815effe6,42479,2.0,42479
41963,"['time', 'fall', 'back', 'crutch', 'want', 'want', 'good']",3ac58ad39d81acfe169aadc4815effe6,42486,2.0,42486
41966,"['drop', 'rain', 'song', 'head', 'job', 'punch', 'clock', 'phone', 'case', 'bed', 'day', 'fall', 'put', 'danc', 'guess', 'chang', 'check', 'go', 'dream', ""doin'"", 'old']",3ac58ad39d81acfe169aadc4815effe6,42489,2.0,42489
41967,"['want', 'know', 'say', 'want', 'happi']",3ac58ad39d81acfe169aadc4815effe6,42490,2.0,42490
41974,"['honey', 'tear', 'style', 'think', 'gon', 'laugh', 'cri', 'shed', 'guess', 'funni', 'funni', 'littl']",3ac58ad39d81acfe169aadc4815effe6,42497,2.0,42497
41987,"['way', 'word', 'thing', 'find', 'keep', 'wait', 'find', 'say', 'keep', 'wait', 'chose', 'walk', 'wait', 'search', 'say', 'keep', 'wait', 'right', 'right', 'right']",3ac58ad39d81acfe169aadc4815effe6,42510,2.0,42510
41988,"['life', 'goe', 'gone', 'long']",3ac58ad39d81acfe169aadc4815effe6,42511,2.0,42511
41998,"['o', 'clock', 'morn', 'angel', 'ground', 'ground', 'run', 'hit', 'quiet']",3ac58ad39d81acfe169aadc4815effe6,42521,2.0,42521
42010,"['world', 'beauti']",3ac58ad39d81acfe169aadc4815effe6,42533,2.0,42533
42018,"['danger', 'heart', 'reason', 'peopl', 'babi', 'love', 'know', 'can', 'trust', 'stay', 'love', 'sad', 'enough']",3ac58ad39d81acfe169aadc4815effe6,42541,2.0,42541
42041,"['playin', 'game', 'truth', 'line', 'lie', 'ask', 'lay', 'tire', 'foolish', 'tire', 'much', 'fine']",3ac58ad39d81acfe169aadc4815effe6,42564,2.0,42564
42043,"['walk', 'say', 'matter', 'chang', 'feel']",3ac58ad39d81acfe169aadc4815effe6,42566,2.0,42566
42046,"['singer', 'smokey', 'room', 'wine', 'perfum', 'smile', 'share', 'night', 'goe', 'cheap']",3ac58ad39d81acfe169aadc4815effe6,42569,2.0,42569
42051,"['roll', 'music', 'soul', 'danc', 'believ', 'save', 'teach', 'mortal', 'slow']",3ac58ad39d81acfe169aadc4815effe6,42574,2.0,42574
42059,"['buttercup', 'babi', 'mess', 'babi', 'heart', 'build', 'build', 'let', 'let', 'call', 'say', 'say', 'love', 'need', 'need', 'know', 'start', 'build', 'build', 'break', 'worst', 'worst']",3ac58ad39d81acfe169aadc4815effe6,42582,2.0,42582
42087,"['love', 'faith', 'roll', 'music', 'soul', 'danc', 'tell', 'believ', 'save', 'teach', 'mortal', 'slow']",3ac58ad39d81acfe169aadc4815effe6,42610,2.0,42610
42120,"['coupl', 'guy', 'drinkin', 'starlight', 'bar', 'sittin', 'say', 'know', 'think']",3ac58ad39d81acfe169aadc4815effe6,42643,2.0,42643
42140,"['rot', 'hell', 'wish', 'tell', 'said', 'well']",3ac58ad39d81acfe169aadc4815effe6,42663,2.0,42663
42142,"['love', 'skin', 'man', 'night', 'night', 'colder', 'fun', 'turn', 'die', 'pretend', 'grown', 'feel', 'turn', 'come', 'grey', 'right', 'older', 'grown', 'much']",3ac58ad39d81acfe169aadc4815effe6,42665,2.0,42665
42153,"['time', 'tast', 'glimps', 'other', 'take', 'test', 'thought', 'got', 'made', 'seem', 'turn', 'face', 'caught', 'see', 'sweet', 'faker', 'fast']",3ac58ad39d81acfe169aadc4815effe6,42676,2.0,42676
42170,"['mind', 'time', 'time', 'figur', 'head', 'point', 'cross', 'smile', 'tri', 'think', 'use']",3ac58ad39d81acfe169aadc4815effe6,42693,2.0,42693
42179,"['pay', 'respect', 'virtu', 'condol', 'soul', 'romanc', 'devot', 'goodby', 'grace', 'send', 'hear', 'regard', 'taught', 'know', 'wish', 'got', 'let', 'go', 'good', 'best', 'long']",3ac58ad39d81acfe169aadc4815effe6,42702,2.0,42702
42186,"['arm', 'drug', 'wall', 'need', 'need', 'calm', 'seen', 'write', 'think', 'need']",3ac58ad39d81acfe169aadc4815effe6,42709,2.0,42709
42400,"['way', 'tell']",3bde607fa84e1765d3b07bf18d748bce,42923,2.0,42923
42545,"['song', 'danger', 'think']",3bde607fa84e1765d3b07bf18d748bce,43068,2.0,43068
42625,"['letter', 'p', 'dislik', 'pimpl', 'song', 'p', 'know', 'start', 'purpl']",3bde607fa84e1765d3b07bf18d748bce,43148,2.0,43148
43023,[],3cc0db55763257a91f1947ed77d8aac5,43546,2.0,43546
43057,"['bandlead', 'lot', 'drink', 'whole']",3cc0db55763257a91f1947ed77d8aac5,43580,2.0,43580
43134,"['love', 'tender', 'love', 'love', 'feet', 'love', 'sweet']",3cc0db55763257a91f1947ed77d8aac5,43657,2.0,43657
43138,"['foe', 'anim', 'lamin', 'tone', 'sleep', 'set']",3cc0db55763257a91f1947ed77d8aac5,43661,2.0,43661
43141,"['goodby', 'say']",3cc0db55763257a91f1947ed77d8aac5,43664,2.0,43664
43163,"['song', 'seem']",3cc0db55763257a91f1947ed77d8aac5,43686,2.0,43686
43175,"['earth', 'move', 'feel', 'feel', 'tumbl', 'tumbl']",3cc0db55763257a91f1947ed77d8aac5,43698,2.0,43698
43206,"['way', 'whiskey', 'bar', 'show', 'ask', 'ask', 'next']",3cc0db55763257a91f1947ed77d8aac5,43729,2.0,43729
43216,"['clean', 'day', 'friend', 'day', 'balloon', 'franki', 'fresh']",3cc0db55763257a91f1947ed77d8aac5,43739,2.0,43739
43219,"['tie', 'tree', 'univers', 'rope', 'hang']",3cc0db55763257a91f1947ed77d8aac5,43742,2.0,43742
43248,"['patron', 'murder', 'heart', 'acclaim', 'moral', 'self', 'commit', 'state', 'make', 'loath', 'wealthi', 'numberless', 'public', 'more']",3cc0db55763257a91f1947ed77d8aac5,43771,2.0,43771
43258,"['wink', 'mind', 'blink', 'slept', 'tire', 'tire']",3cc0db55763257a91f1947ed77d8aac5,43781,2.0,43781
44107,['mind'],3e61391d06340a430182ec676ed47eaf,44631,2.0,44631
44556,"['gon', 'let', 'go', 'fli', 'hold', 'got', 'left', 'easier']",3e6f69fc89da71e8237c717ac218677b,45080,2.0,45080
44564,"['shinin', 'shadow', 'neck', 'wreck', 'ach', 'matter', 'got', 'go', 'promis', 'stay', 'bright', 'tight', 'sorri', 'sad', 'hurtin', 'sad']",3e6f69fc89da71e8237c717ac218677b,45088,2.0,45088
44568,"['lip', 'eye', 'hand', 'ear', 'dark', 'world', 'fear', 'close', 'press', 'got', 'see', 'hear', 'sit', 'got', 'hard']",3e6f69fc89da71e8237c717ac218677b,45092,2.0,45092
44591,"['wonder', 'go', 'rememb', 'grown', 'old']",3e6f69fc89da71e8237c717ac218677b,45115,2.0,45115
44599,"['time', 'time', 'year', 'end', 'go', 'ca', 'go', 'long']",3e6f69fc89da71e8237c717ac218677b,45123,2.0,45123
44601,"['start', 'mistak', 'forget', 'make', 'fresh', 'bad']",3e6f69fc89da71e8237c717ac218677b,45125,2.0,45125
44617,"['breath', 'place', 'rest', 'head', 'need']",3e6f69fc89da71e8237c717ac218677b,45141,2.0,45141
44625,"['sky', 'fall', 'look', 'tumbl']",3e6f69fc89da71e8237c717ac218677b,45149,2.0,45149
44672,"['cloud', 'fall', 'fall', 'let', 'hug']",3e6f69fc89da71e8237c717ac218677b,45196,2.0,45196
44678,"['word', 'mind', 'joke', 'head', 'laugh', 'drink', 'wine', 'crowd', 'speak', 'lost', 'throw', 'take', 'sting', 'kind', 'afraid', 'new']",3e6f69fc89da71e8237c717ac218677b,45202,2.0,45202
44740,"['trick', 'life', 'it./', 'get', 'attach']",3e6f69fc89da71e8237c717ac218677b,45264,2.0,45264
44742,"['happi', 'gold', 'know', 'shine', 'gon', 'gooooood', 'pursuit']",3e6f69fc89da71e8237c717ac218677b,45266,2.0,45266
44762,['knew'],3e6f69fc89da71e8237c717ac218677b,45286,2.0,45286
45203,"['lifetim', 'secret', 'wait', 'love', 'earli', 'late', 'readi']",3fbf556f8713a05eb055caf548ee325c,45727,2.0,45727
45229,"['up', 'down', 'heart', 'battleground', 'emot', 'affect', 'know', 'riku', 'need', 'need', 'mani', 'true']",3fbf556f8713a05eb055caf548ee325c,45753,2.0,45753
45277,['mind'],3fc16d9aa62562b2b2552bb581889da1,45801,2.0,45801
45323,"['squeez', 'got', 'got', 'm', 'gon', 'fuck']",3fc16d9aa62562b2b2552bb581889da1,45847,2.0,45847
